county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date,week
Riverside,50293.0,927.0,349,0,2020-08-23,34
Riverside,50496.0,972.0,203,45,2020-08-24,35
Riverside,50889.0,978.0,393,6,2020-08-25,35
Riverside,51138.0,984.0,249,6,2020-08-26,35
Riverside,51306.0,997.0,168,13,2020-08-27,35
Riverside,51510.0,1007.0,204,10,2020-08-28,35
Riverside,51918.0,1007.0,408,0,2020-08-29,35
Riverside,52227.0,1007.0,309,0,2020-08-30,35
Riverside,52508.0,1019.0,281,12,2020-08-31,36
Riverside,52785.0,1026.0,277,7,2020-09-01,36
Riverside,52923.0,1033.0,138,7,2020-09-02,36
Riverside,53341.0,1053.0,418,20,2020-09-03,36
Riverside,53606.0,1067.0,265,14,2020-09-04,36
Riverside,53780.0,1067.0,174,0,2020-09-05,36
Riverside,53970.0,1067.0,190,0,2020-09-06,36
Riverside,54178.0,1067.0,208,0,2020-09-07,37
Riverside,54168.0,1075.0,-10,8,2020-09-08,37
Riverside,54320.0,1085.0,152,10,2020-09-09,37
Riverside,54417.0,1094.0,97,9,2020-09-10,37
Riverside,54717.0,1103.0,300,9,2020-09-11,37
Riverside,55058.0,1103.0,341,0,2020-09-12,37
Riverside,55235.0,1103.0,177,0,2020-09-13,37
Riverside,55488.0,1118.0,253,15,2020-09-14,38
Riverside,55569.0,1125.0,81,7,2020-09-15,38
Riverside,55811.0,1136.0,242,11,2020-09-16,38
Riverside,56007.0,1143.0,196,7,2020-09-17,38
Riverside,56248.0,1153.0,241,10,2020-09-18,38
Riverside,56562.0,1153.0,314,0,2020-09-19,38
Riverside,56783.0,1153.0,221,0,2020-09-20,38
Riverside,57001.0,1162.0,218,9,2020-09-21,39
Riverside,57066.0,1172.0,65,10,2020-09-22,39
Riverside,57257.0,1173.0,191,1,2020-09-23,39
Riverside,57491.0,1179.0,234,6,2020-09-24,39
Riverside,57783.0,1189.0,292,10,2020-09-25,39
Riverside,58076.0,1189.0,293,0,2020-09-26,39
Riverside,58509.0,1189.0,433,0,2020-09-27,39
Riverside,58570.0,1206.0,61,17,2020-09-28,40
Riverside,58863.0,1216.0,293,10,2020-09-29,40
Riverside,59074.0,1226.0,211,10,2020-09-30,40
Riverside,59293.0,1226.0,219,0,2020-10-01,40
Riverside,59673.0,1231.0,380,5,2020-10-02,40
Riverside,59991.0,1231.0,318,0,2020-10-03,40
Riverside,60251.0,1231.0,260,0,2020-10-04,40
Riverside,60454.0,1238.0,203,7,2020-10-05,41
Unassigned,21.0,0.0,21,0,2020-03-18,12
Unassigned,13.0,0.0,-8,0,2020-03-19,12
Unassigned,16.0,0.0,3,0,2020-03-20,12
Unassigned,54.0,0.0,38,0,2020-03-21,12
Unassigned,59.0,1.0,5,1,2020-03-22,12
Unassigned,59.0,0.0,0,-1,2020-03-23,13
Unassigned,65.0,0.0,6,0,2020-03-24,13
Unassigned,68.0,0.0,3,0,2020-03-25,13
Unassigned,69.0,1.0,1,1,2020-03-26,13
Unassigned,43.0,1.0,-26,0,2020-03-27,13
Unassigned,47.0,1.0,4,0,2020-03-28,13
Unassigned,50.0,1.0,3,0,2020-03-29,13
Unassigned,50.0,1.0,0,0,2020-03-30,14
Unassigned,50.0,1.0,0,0,2020-03-31,14
Unassigned,50.0,1.0,0,0,2020-04-01,14
Unassigned,49.0,1.0,-1,0,2020-04-02,14
Unassigned,54.0,1.0,5,0,2020-04-03,14
Unassigned,52.0,1.0,-2,0,2020-04-04,14
Unassigned,52.0,1.0,0,0,2020-04-05,14
Unassigned,53.0,2.0,1,1,2020-04-06,15
Unassigned,53.0,2.0,0,0,2020-04-07,15
Unassigned,55.0,2.0,2,0,2020-04-08,15
Unassigned,53.0,2.0,-2,0,2020-04-09,15
Unassigned,2.0,0.0,-51,-2,2020-04-10,15
Unassigned,2.0,0.0,0,0,2020-04-11,15
Unassigned,2.0,0.0,0,0,2020-04-12,15
Unassigned,2.0,0.0,0,0,2020-04-13,16
Unassigned,2.0,0.0,0,0,2020-04-14,16
Unassigned,2.0,0.0,0,0,2020-04-15,16
Unassigned,4.0,0.0,2,0,2020-04-16,16
Unassigned,2.0,0.0,-2,0,2020-04-17,16
Unassigned,3.0,0.0,1,0,2020-04-18,16
Unassigned,1.0,0.0,-2,0,2020-04-19,16
Unassigned,2.0,0.0,1,0,2020-04-20,17
Unassigned,2.0,0.0,0,0,2020-04-21,17
Unassigned,3.0,0.0,1,0,2020-04-22,17
Unassigned,3.0,0.0,0,0,2020-04-23,17
Unassigned,2.0,0.0,-1,0,2020-04-24,17
Unassigned,3.0,0.0,1,0,2020-04-25,17
Unassigned,3.0,0.0,0,0,2020-04-26,17
Unassigned,3.0,0.0,0,0,2020-04-27,18
Unassigned,2.0,0.0,-1,0,2020-04-28,18
Unassigned,2.0,0.0,0,0,2020-04-29,18
Unassigned,3.0,0.0,1,0,2020-04-30,18
Unassigned,4.0,0.0,1,0,2020-05-01,18
Unassigned,2.0,0.0,-2,0,2020-05-02,18
Unassigned,3.0,0.0,1,0,2020-05-03,18
Unassigned,3.0,0.0,0,0,2020-05-04,19
Unassigned,2.0,0.0,-1,0,2020-05-05,19
Unassigned,2.0,0.0,0,0,2020-05-06,19
Unassigned,2.0,0.0,0,0,2020-05-07,19
Unassigned,2.0,0.0,0,0,2020-05-08,19
Unassigned,3.0,0.0,1,0,2020-05-09,19
Unassigned,2.0,0.0,-1,0,2020-05-10,19
Unassigned,3.0,0.0,1,0,2020-05-11,20
Unassigned,4.0,0.0,1,0,2020-05-12,20
Unassigned,2.0,0.0,-2,0,2020-05-13,20
Unassigned,2.0,0.0,0,0,2020-05-14,20
Unassigned,3.0,0.0,1,0,2020-05-15,20
Unassigned,4.0,0.0,1,0,2020-05-16,20
Unassigned,3.0,0.0,-1,0,2020-05-17,20
Unassigned,3.0,0.0,0,0,2020-05-18,21
Unassigned,6.0,0.0,3,0,2020-05-19,21
Unassigned,3.0,0.0,-3,0,2020-05-20,21
Unassigned,2.0,0.0,-1,0,2020-05-21,21
Unassigned,3.0,0.0,1,0,2020-05-22,21
Unassigned,2.0,0.0,-1,0,2020-05-23,21
Unassigned,2.0,0.0,0,0,2020-05-24,21
Unassigned,2.0,0.0,0,0,2020-05-25,22
Unassigned,2.0,0.0,0,0,2020-05-26,22
Unassigned,2.0,0.0,0,0,2020-05-27,22
Unassigned,3.0,0.0,1,0,2020-05-28,22
Unassigned,5.0,0.0,2,0,2020-05-29,22
Unassigned,3.0,0.0,-2,0,2020-05-30,22
Unassigned,2.0,0.0,-1,0,2020-05-31,22
Unassigned,3.0,0.0,1,0,2020-06-01,23
Unassigned,3.0,0.0,0,0,2020-06-02,23
Unassigned,2.0,0.0,-1,0,2020-06-03,23
Unassigned,3.0,0.0,1,0,2020-06-04,23
Unassigned,3.0,0.0,0,0,2020-06-05,23
Unassigned,2.0,0.0,-1,0,2020-06-06,23
Unassigned,3.0,0.0,1,0,2020-06-07,23
Unassigned,2.0,0.0,-1,0,2020-06-08,24
Unassigned,4.0,0.0,2,0,2020-06-09,24
Unassigned,3.0,0.0,-1,0,2020-06-10,24
Unassigned,2.0,0.0,-1,0,2020-06-11,24
Unassigned,3.0,0.0,1,0,2020-06-12,24
Unassigned,5.0,0.0,2,0,2020-06-13,24
Unassigned,2.0,0.0,-3,0,2020-06-14,24
Unassigned,4.0,0.0,2,0,2020-06-15,25
Unassigned,2.0,0.0,-2,0,2020-06-16,25
Unassigned,5.0,0.0,3,0,2020-06-17,25
Unassigned,3.0,0.0,-2,0,2020-06-18,25
Unassigned,3.0,0.0,0,0,2020-06-19,25
Unassigned,3.0,0.0,0,0,2020-06-20,25
Unassigned,3.0,0.0,0,0,2020-06-21,25
Unassigned,4.0,0.0,1,0,2020-06-22,26
Unassigned,3.0,0.0,-1,0,2020-06-23,26
Unassigned,2.0,0.0,-1,0,2020-06-24,26
Unassigned,2.0,0.0,0,0,2020-06-25,26
Unassigned,3.0,0.0,1,0,2020-06-26,26
Unassigned,3.0,0.0,0,0,2020-06-27,26
Unassigned,5.0,0.0,2,0,2020-06-28,26
Unassigned,4.0,0.0,-1,0,2020-06-29,27
Unassigned,5.0,0.0,1,0,2020-06-30,27
Unassigned,6.0,0.0,1,0,2020-07-01,27
Unassigned,7.0,0.0,1,0,2020-07-02,27
Unassigned,6.0,0.0,-1,0,2020-07-03,27
Unassigned,5.0,0.0,-1,0,2020-07-04,27
Unassigned,7.0,0.0,2,0,2020-07-05,27
Unassigned,8.0,0.0,1,0,2020-07-06,28
Unassigned,6.0,0.0,-2,0,2020-07-07,28
Unassigned,5.0,0.0,-1,0,2020-07-08,28
Unassigned,4.0,0.0,-1,0,2020-07-09,28
Unassigned,5.0,0.0,1,0,2020-07-10,28
Unassigned,3.0,0.0,-2,0,2020-07-11,28
Unassigned,5.0,0.0,2,0,2020-07-12,28
Unassigned,8.0,0.0,3,0,2020-07-13,29
Unassigned,4.0,0.0,-4,0,2020-07-14,29
Unassigned,10.0,0.0,6,0,2020-07-15,29
Unassigned,4.0,0.0,-6,0,2020-07-16,29
Unassigned,15.0,0.0,11,0,2020-07-17,29
Unassigned,8.0,0.0,-7,0,2020-07-18,29
Unassigned,10.0,0.0,2,0,2020-07-19,29
Unassigned,13.0,0.0,3,0,2020-07-20,30
Unassigned,3.0,0.0,-10,0,2020-07-21,30
Unassigned,4.0,0.0,1,0,2020-07-22,30
Unassigned,4.0,0.0,0,0,2020-07-23,30
Unassigned,5.0,0.0,1,0,2020-07-24,30
Unassigned,3.0,0.0,-2,0,2020-07-25,30
Unassigned,6.0,0.0,3,0,2020-07-26,30
Unassigned,5.0,0.0,-1,0,2020-07-27,31
Unassigned,4.0,0.0,-1,0,2020-07-28,31
Unassigned,2.0,0.0,-2,0,2020-07-29,31
Unassigned,4.0,0.0,2,0,2020-07-30,31
Unassigned,3.0,0.0,-1,0,2020-07-31,31
Unassigned,2.0,0.0,-1,0,2020-08-01,31
Unassigned,3.0,0.0,1,0,2020-08-02,31
Unassigned,3.0,0.0,0,0,2020-08-03,32
Unassigned,6.0,0.0,3,0,2020-08-04,32
Unassigned,3.0,0.0,-3,0,2020-08-05,32
Unassigned,2.0,0.0,-1,0,2020-08-06,32
Unassigned,2.0,0.0,0,0,2020-08-07,32
Unassigned,6.0,0.0,4,0,2020-08-08,32
Unassigned,5.0,0.0,-1,0,2020-08-09,32
Unassigned,4.0,0.0,-1,0,2020-08-10,33
Unassigned,6.0,0.0,2,0,2020-08-11,33
Unassigned,7.0,0.0,1,0,2020-08-12,33
Unassigned,2.0,0.0,-5,0,2020-08-13,33
Unassigned,4.0,0.0,2,0,2020-08-14,33
Unassigned,2.0,0.0,-2,0,2020-08-15,33
Unassigned,2.0,0.0,0,0,2020-08-16,33
Unassigned,2.0,0.0,0,0,2020-08-17,34
Unassigned,4.0,0.0,2,0,2020-08-18,34
Unassigned,2.0,0.0,-2,0,2020-08-19,34
Unassigned,4.0,0.0,2,0,2020-08-20,34
Unassigned,2.0,0.0,-2,0,2020-08-21,34
Unassigned,2.0,0.0,0,0,2020-08-22,34
Unassigned,3.0,0.0,1,0,2020-08-23,34
Unassigned,4.0,0.0,1,0,2020-08-24,35
Unassigned,1.0,0.0,-3,0,2020-08-25,35
Unassigned,1.0,0.0,0,0,2020-08-26,35
Unassigned,2.0,0.0,1,0,2020-08-27,35
Unassigned,2.0,0.0,0,0,2020-08-28,35
Unassigned,1.0,0.0,-1,0,2020-08-29,35
Unassigned,1.0,0.0,0,0,2020-08-30,35
Unassigned,2.0,0.0,1,0,2020-08-31,36
Unassigned,1.0,0.0,-1,0,2020-09-01,36
Unassigned,1.0,0.0,0,0,2020-09-02,36
Unassigned,1.0,0.0,0,0,2020-09-03,36
Unassigned,1.0,0.0,0,0,2020-09-04,36
Unassigned,1.0,0.0,0,0,2020-09-05,36
Unassigned,1.0,0.0,0,0,2020-09-06,36
Unassigned,2.0,0.0,1,0,2020-09-07,37
Unassigned,2.0,0.0,0,0,2020-09-08,37
Unassigned,1.0,0.0,-1,0,2020-09-09,37
Unassigned,7.0,0.0,6,0,2020-09-10,37
Unassigned,2.0,0.0,-5,0,2020-09-11,37
Unassigned,1.0,0.0,-1,0,2020-09-12,37
Unassigned,8.0,0.0,7,0,2020-09-13,37
Unassigned,7.0,0.0,-1,0,2020-09-14,38
Unassigned,1.0,0.0,-6,0,2020-09-15,38
Unassigned,1.0,0.0,0,0,2020-09-16,38
Unassigned,2.0,0.0,1,0,2020-09-17,38
Unassigned,1.0,0.0,-1,0,2020-09-18,38
Unassigned,5.0,0.0,4,0,2020-09-19,38
Unassigned,8.0,0.0,3,0,2020-09-20,38
Unassigned,9.0,0.0,1,0,2020-09-21,39
Unassigned,10.0,0.0,1,0,2020-09-22,39
Unassigned,15.0,0.0,5,0,2020-09-23,39
Unassigned,13.0,0.0,-2,0,2020-09-24,39
Unassigned,11.0,0.0,-2,0,2020-09-25,39
Unassigned,10.0,0.0,-1,0,2020-09-26,39
Unassigned,10.0,0.0,0,0,2020-09-27,39
Unassigned,10.0,0.0,0,0,2020-09-28,40
Unassigned,11.0,0.0,1,0,2020-09-29,40
Unassigned,7.0,0.0,-4,0,2020-09-30,40
Unassigned,3.0,0.0,-4,0,2020-10-01,40
Unassigned,5.0,0.0,2,0,2020-10-02,40
Unassigned,3.0,0.0,-2,0,2020-10-03,40
Unassigned,3.0,0.0,0,0,2020-10-04,40
Unassigned,3.0,0.0,0,0,2020-10-05,41
Contra Costa,44.0,0.0,44,0,2020-03-18,12
Contra Costa,46.0,0.0,2,0,2020-03-19,12
Contra Costa,52.0,1.0,6,1,2020-03-20,12
Contra Costa,62.0,1.0,10,0,2020-03-21,12
Contra Costa,79.0,1.0,17,0,2020-03-22,12
Contra Costa,91.0,2.0,12,1,2020-03-23,13
Contra Costa,108.0,1.0,17,-1,2020-03-24,13
Contra Costa,131.0,1.0,23,0,2020-03-25,13
Contra Costa,147.0,2.0,16,1,2020-03-26,13
Contra Costa,161.0,2.0,14,0,2020-03-27,13
Contra Costa,175.0,2.0,14,0,2020-03-28,13
Contra Costa,187.0,3.0,12,1,2020-03-29,13
Contra Costa,212.0,3.0,25,0,2020-03-30,14
Contra Costa,246.0,3.0,34,0,2020-03-31,14
Contra Costa,267.0,3.0,21,0,2020-04-01,14
Contra Costa,297.0,3.0,30,0,2020-04-02,14
Contra Costa,327.0,5.0,30,2,2020-04-03,14
Contra Costa,382.0,5.0,55,0,2020-04-04,14
Contra Costa,415.0,6.0,33,1,2020-04-05,14
Contra Costa,447.0,7.0,32,1,2020-04-06,15
Contra Costa,471.0,7.0,24,0,2020-04-07,15
Contra Costa,481.0,7.0,10,0,2020-04-08,15
Contra Costa,505.0,7.0,24,0,2020-04-09,15
Contra Costa,537.0,9.0,32,2,2020-04-10,15
Contra Costa,550.0,12.0,13,3,2020-04-11,15
Contra Costa,553.0,12.0,3,0,2020-04-12,15
Contra Costa,581.0,13.0,28,1,2020-04-13,16
Contra Costa,617.0,13.0,36,0,2020-04-14,16
Contra Costa,645.0,14.0,28,1,2020-04-15,16
Contra Costa,675.0,16.0,30,2,2020-04-16,16
Contra Costa,687.0,19.0,12,3,2020-04-17,16
Contra Costa,721.0,19.0,34,0,2020-04-18,16
Contra Costa,731.0,20.0,10,1,2020-04-19,16
Contra Costa,753.0,22.0,22,2,2020-04-20,17
Contra Costa,766.0,22.0,13,0,2020-04-21,17
Contra Costa,772.0,22.0,6,0,2020-04-22,17
Contra Costa,786.0,23.0,14,1,2020-04-23,17
Contra Costa,806.0,23.0,20,0,2020-04-24,17
Contra Costa,821.0,25.0,15,2,2020-04-25,17
Contra Costa,830.0,25.0,9,0,2020-04-26,17
Contra Costa,843.0,25.0,13,0,2020-04-27,18
Contra Costa,866.0,25.0,23,0,2020-04-28,18
Contra Costa,885.0,25.0,19,0,2020-04-29,18
Contra Costa,900.0,27.0,15,2,2020-04-30,18
Contra Costa,915.0,28.0,15,1,2020-05-01,18
Contra Costa,929.0,28.0,14,0,2020-05-02,18
Contra Costa,945.0,28.0,16,0,2020-05-03,18
Contra Costa,949.0,28.0,4,0,2020-05-04,19
Contra Costa,976.0,29.0,27,1,2020-05-05,19
Contra Costa,990.0,29.0,14,0,2020-05-06,19
Contra Costa,1005.0,29.0,15,0,2020-05-07,19
Contra Costa,1024.0,29.0,19,0,2020-05-08,19
Contra Costa,1039.0,32.0,15,3,2020-05-09,19
Contra Costa,1046.0,31.0,7,-1,2020-05-10,19
Contra Costa,1052.0,32.0,6,1,2020-05-11,20
Contra Costa,1067.0,32.0,15,0,2020-05-12,20
Contra Costa,1082.0,33.0,15,1,2020-05-13,20
Contra Costa,1090.0,33.0,8,0,2020-05-14,20
Contra Costa,1106.0,33.0,16,0,2020-05-15,20
Contra Costa,1136.0,33.0,30,0,2020-05-16,20
Contra Costa,1155.0,33.0,19,0,2020-05-17,20
Contra Costa,1173.0,33.0,18,0,2020-05-18,21
Contra Costa,1205.0,33.0,32,0,2020-05-19,21
Contra Costa,1223.0,33.0,18,0,2020-05-20,21
Contra Costa,1243.0,36.0,20,3,2020-05-21,21
Contra Costa,1272.0,36.0,29,0,2020-05-22,21
Contra Costa,1302.0,36.0,30,0,2020-05-23,21
Contra Costa,1325.0,36.0,23,0,2020-05-24,21
Contra Costa,1348.0,37.0,23,1,2020-05-25,22
Contra Costa,1352.0,37.0,4,0,2020-05-26,22
Contra Costa,1373.0,37.0,21,0,2020-05-27,22
Contra Costa,1392.0,37.0,19,0,2020-05-28,22
Contra Costa,1411.0,37.0,19,0,2020-05-29,22
Contra Costa,1429.0,37.0,18,0,2020-05-30,22
Contra Costa,1458.0,37.0,29,0,2020-05-31,22
Contra Costa,1486.0,38.0,28,1,2020-06-01,23
Contra Costa,1505.0,38.0,19,0,2020-06-02,23
Contra Costa,1511.0,38.0,6,0,2020-06-03,23
Contra Costa,1551.0,38.0,40,0,2020-06-04,23
Contra Costa,1575.0,38.0,24,0,2020-06-05,23
Contra Costa,1619.0,38.0,44,0,2020-06-06,23
Contra Costa,1653.0,39.0,34,1,2020-06-07,23
Contra Costa,1714.0,40.0,61,1,2020-06-08,24
Contra Costa,1744.0,43.0,30,3,2020-06-09,24
Contra Costa,1778.0,43.0,34,0,2020-06-10,24
Contra Costa,1797.0,44.0,19,1,2020-06-11,24
Contra Costa,1827.0,44.0,30,0,2020-06-12,24
Contra Costa,1868.0,44.0,41,0,2020-06-13,24
Contra Costa,1893.0,44.0,25,0,2020-06-14,24
Contra Costa,1918.0,44.0,25,0,2020-06-15,25
Contra Costa,1971.0,49.0,53,5,2020-06-16,25
Contra Costa,2020.0,50.0,49,1,2020-06-17,25
Contra Costa,2072.0,55.0,52,5,2020-06-18,25
Contra Costa,2106.0,56.0,34,1,2020-06-19,25
Contra Costa,2231.0,56.0,125,0,2020-06-20,25
Contra Costa,2282.0,62.0,51,6,2020-06-21,25
Contra Costa,2363.0,62.0,81,0,2020-06-22,26
Contra Costa,2453.0,62.0,90,0,2020-06-23,26
Contra Costa,2520.0,67.0,67,5,2020-06-24,26
Contra Costa,2600.0,72.0,80,5,2020-06-25,26
Contra Costa,2690.0,73.0,90,1,2020-06-26,26
Contra Costa,2743.0,73.0,53,0,2020-06-27,26
Contra Costa,2868.0,74.0,125,1,2020-06-28,26
Contra Costa,3115.0,76.0,247,2,2020-06-29,27
Contra Costa,3217.0,76.0,102,0,2020-06-30,27
Contra Costa,3258.0,77.0,41,1,2020-07-01,27
Contra Costa,3347.0,78.0,89,1,2020-07-02,27
Contra Costa,3447.0,79.0,100,1,2020-07-03,27
Contra Costa,3583.0,81.0,136,2,2020-07-04,27
Contra Costa,3665.0,81.0,82,0,2020-07-05,27
Contra Costa,3901.0,85.0,236,4,2020-07-06,28
Contra Costa,4131.0,86.0,230,1,2020-07-07,28
Contra Costa,4268.0,86.0,137,0,2020-07-08,28
Contra Costa,4388.0,88.0,120,2,2020-07-09,28
Contra Costa,4482.0,88.0,94,0,2020-07-10,28
Contra Costa,4650.0,89.0,168,1,2020-07-11,28
Contra Costa,4708.0,90.0,58,1,2020-07-12,28
Contra Costa,4882.0,90.0,174,0,2020-07-13,29
Contra Costa,5110.0,92.0,228,2,2020-07-14,29
Contra Costa,5246.0,92.0,136,0,2020-07-15,29
Contra Costa,5338.0,93.0,92,1,2020-07-16,29
Contra Costa,5483.0,96.0,145,3,2020-07-17,29
Contra Costa,5617.0,98.0,134,2,2020-07-18,29
Contra Costa,5691.0,98.0,74,0,2020-07-19,29
Contra Costa,5823.0,99.0,132,1,2020-07-20,30
Contra Costa,6210.0,102.0,387,3,2020-07-21,30
Contra Costa,6401.0,102.0,191,0,2020-07-22,30
Contra Costa,6619.0,102.0,218,0,2020-07-23,30
Contra Costa,6814.0,103.0,195,1,2020-07-24,30
Contra Costa,6920.0,104.0,106,1,2020-07-25,30
Contra Costa,7095.0,104.0,175,0,2020-07-26,30
Contra Costa,7256.0,104.0,161,0,2020-07-27,31
Contra Costa,7426.0,108.0,170,4,2020-07-28,31
Contra Costa,7520.0,109.0,94,1,2020-07-29,31
Contra Costa,7615.0,116.0,95,7,2020-07-30,31
Contra Costa,7697.0,119.0,82,3,2020-07-31,31
Contra Costa,7867.0,121.0,170,2,2020-08-01,31
Contra Costa,7995.0,125.0,128,4,2020-08-02,31
Contra Costa,8069.0,127.0,74,2,2020-08-03,32
Contra Costa,8210.0,131.0,141,4,2020-08-04,32
Contra Costa,8362.0,131.0,152,0,2020-08-05,32
Contra Costa,8583.0,134.0,221,3,2020-08-06,32
Contra Costa,8810.0,136.0,227,2,2020-08-07,32
Contra Costa,9104.0,138.0,294,2,2020-08-08,32
Contra Costa,9214.0,139.0,110,1,2020-08-09,32
Contra Costa,9454.0,139.0,240,0,2020-08-10,33
Contra Costa,10012.0,146.0,558,7,2020-08-11,33
Contra Costa,10304.0,149.0,292,3,2020-08-12,33
Contra Costa,10545.0,151.0,241,2,2020-08-13,33
Contra Costa,10893.0,152.0,348,1,2020-08-14,33
Contra Costa,11106.0,156.0,213,4,2020-08-15,33
Contra Costa,11255.0,157.0,149,1,2020-08-16,33
Contra Costa,11442.0,157.0,187,0,2020-08-17,34
Contra Costa,11689.0,157.0,247,0,2020-08-18,34
Contra Costa,11895.0,158.0,206,1,2020-08-19,34
Contra Costa,12108.0,161.0,213,3,2020-08-20,34
Contra Costa,12333.0,164.0,225,3,2020-08-21,34
Contra Costa,12522.0,168.0,189,4,2020-08-22,34
Contra Costa,12642.0,169.0,120,1,2020-08-23,34
Contra Costa,12906.0,169.0,264,0,2020-08-24,35
Contra Costa,13181.0,171.0,275,2,2020-08-25,35
Contra Costa,13248.0,172.0,67,1,2020-08-26,35
Contra Costa,13379.0,173.0,131,1,2020-08-27,35
Contra Costa,13522.0,173.0,143,0,2020-08-28,35
Contra Costa,13663.0,173.0,141,0,2020-08-29,35
Contra Costa,13780.0,175.0,117,2,2020-08-30,35
Contra Costa,13902.0,175.0,122,0,2020-08-31,36
Contra Costa,13998.0,179.0,96,4,2020-09-01,36
Contra Costa,14097.0,183.0,99,4,2020-09-02,36
Contra Costa,14206.0,183.0,109,0,2020-09-03,36
Contra Costa,14355.0,186.0,149,3,2020-09-04,36
Contra Costa,14456.0,186.0,101,0,2020-09-05,36
Contra Costa,14565.0,186.0,109,0,2020-09-06,36
Contra Costa,14637.0,187.0,72,1,2020-09-07,37
Contra Costa,14740.0,187.0,103,0,2020-09-08,37
Contra Costa,14816.0,187.0,76,0,2020-09-09,37
Contra Costa,14909.0,188.0,93,1,2020-09-10,37
Contra Costa,15001.0,189.0,92,1,2020-09-11,37
Contra Costa,15135.0,191.0,134,2,2020-09-12,37
Contra Costa,15284.0,192.0,149,1,2020-09-13,37
Contra Costa,15354.0,192.0,70,0,2020-09-14,38
Contra Costa,15423.0,194.0,69,2,2020-09-15,38
Contra Costa,15473.0,197.0,50,3,2020-09-16,38
Contra Costa,15576.0,198.0,103,1,2020-09-17,38
Contra Costa,15667.0,199.0,91,1,2020-09-18,38
Contra Costa,15783.0,199.0,116,0,2020-09-19,38
Contra Costa,15917.0,201.0,134,2,2020-09-20,38
Contra Costa,16008.0,201.0,91,0,2020-09-21,39
Contra Costa,16090.0,202.0,82,1,2020-09-22,39
Contra Costa,16167.0,204.0,77,2,2020-09-23,39
Contra Costa,16252.0,204.0,85,0,2020-09-24,39
Contra Costa,16401.0,205.0,149,1,2020-09-25,39
Contra Costa,16508.0,205.0,107,0,2020-09-26,39
Contra Costa,16596.0,206.0,88,1,2020-09-27,39
Contra Costa,16653.0,206.0,57,0,2020-09-28,40
Contra Costa,16716.0,207.0,63,1,2020-09-29,40
Contra Costa,16819.0,209.0,103,2,2020-09-30,40
Contra Costa,16898.0,209.0,79,0,2020-10-01,40
Contra Costa,17002.0,211.0,104,2,2020-10-02,40
Contra Costa,17087.0,211.0,85,0,2020-10-03,40
Contra Costa,17192.0,212.0,105,1,2020-10-04,40
Contra Costa,17250.0,213.0,58,1,2020-10-05,41
Del Norte,0.0,0.0,0,0,2020-03-18,12
Del Norte,0.0,0.0,0,0,2020-03-19,12
Del Norte,0.0,0.0,0,0,2020-03-20,12
Del Norte,0.0,0.0,0,0,2020-03-21,12
Del Norte,0.0,0.0,0,0,2020-03-22,12
Del Norte,0.0,0.0,0,0,2020-03-23,13
Del Norte,0.0,0.0,0,0,2020-03-24,13
Del Norte,0.0,0.0,0,0,2020-03-25,13
Del Norte,0.0,0.0,0,0,2020-03-26,13
Del Norte,0.0,0.0,0,0,2020-03-27,13
Del Norte,0.0,0.0,0,0,2020-03-28,13
Del Norte,0.0,0.0,0,0,2020-03-29,13
Del Norte,0.0,0.0,0,0,2020-03-30,14
Del Norte,0.0,0.0,0,0,2020-03-31,14
Del Norte,0.0,0.0,0,0,2020-04-01,14
Del Norte,0.0,0.0,0,0,2020-04-02,14
Del Norte,1.0,0.0,1,0,2020-04-03,14
Del Norte,1.0,0.0,0,0,2020-04-04,14
Del Norte,1.0,0.0,0,0,2020-04-05,14
Del Norte,2.0,0.0,1,0,2020-04-06,15
Del Norte,2.0,0.0,0,0,2020-04-07,15
Del Norte,2.0,0.0,0,0,2020-04-08,15
Del Norte,2.0,0.0,0,0,2020-04-09,15
Del Norte,2.0,0.0,0,0,2020-04-10,15
Del Norte,2.0,0.0,0,0,2020-04-11,15
Del Norte,2.0,0.0,0,0,2020-04-12,15
Del Norte,2.0,0.0,0,0,2020-04-13,16
Del Norte,2.0,0.0,0,0,2020-04-14,16
Del Norte,2.0,0.0,0,0,2020-04-15,16
Del Norte,2.0,0.0,0,0,2020-04-16,16
Del Norte,2.0,0.0,0,0,2020-04-17,16
Del Norte,2.0,0.0,0,0,2020-04-18,16
Del Norte,2.0,0.0,0,0,2020-04-19,16
Del Norte,2.0,0.0,0,0,2020-04-20,17
Del Norte,2.0,0.0,0,0,2020-04-21,17
Del Norte,2.0,0.0,0,0,2020-04-22,17
Del Norte,2.0,0.0,0,0,2020-04-23,17
Del Norte,2.0,0.0,0,0,2020-04-24,17
Del Norte,2.0,0.0,0,0,2020-04-25,17
Del Norte,3.0,0.0,1,0,2020-04-26,17
Del Norte,3.0,0.0,0,0,2020-04-27,18
Del Norte,3.0,0.0,0,0,2020-04-28,18
Del Norte,3.0,0.0,0,0,2020-04-29,18
Del Norte,3.0,0.0,0,0,2020-04-30,18
Del Norte,3.0,0.0,0,0,2020-05-01,18
Del Norte,3.0,0.0,0,0,2020-05-02,18
Del Norte,3.0,0.0,0,0,2020-05-03,18
Del Norte,3.0,0.0,0,0,2020-05-04,19
Del Norte,3.0,0.0,0,0,2020-05-05,19
Del Norte,3.0,0.0,0,0,2020-05-06,19
Del Norte,3.0,0.0,0,0,2020-05-07,19
